"Country or Area","Year(s)","Variant","Value"
"Mauritania","2045-2050","Medium","44.05"
"Mauritania","2040-2045","Medium","48.345"
"Mauritania","2035-2040","Medium","53.06"
"Mauritania","2030-2035","Medium","58.369"
"Mauritania","2025-2030","Medium","64.305"
"Mauritania","2020-2025","Medium","71.178"
"Mauritania","2015-2020","Medium","78.825"
"Mauritania","2010-2015","Medium","92.763"
"Mauritania","2005-2010","Medium","104.856"
"Mauritania","2000-2005","Medium","113.244"
"Mauritania","1995-2000","Medium","114.08"
"Mauritania","1990-1995","Medium","114.55"
"Mauritania","1985-1990","Medium","125.123"
"Mauritania","1980-1985","Medium","151.047"
"Mauritania","1975-1980","Medium","173.86"
"Mauritania","1970-1975","Medium","189.486"
"Mauritania","1965-1970","Medium","202.371"
"Mauritania","1960-1965","Medium","232.991"
"Mauritania","1955-1960","Medium","263.857"
"Mauritania","1950-1955","Medium","293.265"
"Mauritius","2095-2100","Medium","3.649"
"Mauritius","2090-2095","Medium","3.842"
"Mauritius","2085-2090","Medium","4.042"
"Mauritius","2080-2085","Medium","4.256"
"Mauritius","2075-2080","Medium","4.487"
"Mauritius","2070-2075","Medium","4.728"
"Mauritius","2065-2070","Medium","5.009"
"Mauritius","2060-2065","Medium","5.304"
"Mauritius","2055-2060","Medium","5.732"
"Mauritius","2050-2055","Medium","6.207"
"Mauritius","2045-2050","Medium","6.764"
"Mauritius","2040-2045","Medium","7.414"
"Mauritius","2035-2040","Medium","8.17"
"Mauritius","2030-2035","Medium","9.111"
"Mauritius","2025-2030","Medium","10.201"
"Mauritius","2020-2025","Medium","11.475"
"Mauritius","2015-2020","Medium","13.179"
"Mauritius","2010-2015","Medium","14.196"
"Mauritius","2005-2010","Medium","15.237"
"Mauritius","2000-2005","Medium","16.071"
"Mauritius","1995-2000","Medium","21.69"
"Mauritius","1990-1995","Medium","21.178"
"Mauritius","1985-1990","Medium","26.813"
"Mauritius","1980-1985","Medium","31.247"
"Mauritius","1975-1980","Medium","46.701"
"Mauritius","1970-1975","Medium","84.387"
"Mauritius","1965-1970","Medium","81.288"
"Mauritius","1960-1965","Medium","86.084"
"Mauritius","1955-1960","Medium","113.205"
"Mauritius","1950-1955","Medium","167.935"
"Mayotte","2095-2100","Medium","1.219"
"Mayotte","2090-2095","Medium","1.297"
"Mayotte","2085-2090","Medium","1.381"
"Mayotte","2080-2085","Medium","1.473"
"Mayotte","2075-2080","Medium","1.572"
"Mayotte","2070-2075","Medium","1.675"
"Mayotte","2065-2070","Medium","1.79"
"Mayotte","2060-2065","Medium","1.914"
"Mayotte","2055-2060","Medium","2.052"
"Mayotte","2050-2055","Medium","2.207"
"Mayotte","2045-2050","Medium","2.385"
"Mayotte","2040-2045","Medium","2.592"
"Mayotte","2035-2040","Medium","2.843"
"Mayotte","2030-2035","Medium","3.166"
"Mayotte","2025-2030","Medium","3.89"
"Mayotte","2020-2025","Medium","4.445"
"Mayotte","2015-2020","Medium","4.811"
"Mayotte","2010-2015","Medium","4.811"
"Mayotte","2005-2010","Medium","6.55"
"Mayotte","2000-2005","Medium","8.981"
"Mayotte","1995-2000","Medium","12.322"
"Mayotte","1990-1995","Medium","16.916"
"Mayotte","1985-1990","Medium","23.224"
"Mayotte","1980-1985","Medium","31.885"
"Mayotte","1975-1980","Medium","43.762"
"Mayotte","1970-1975","Medium","60.021"
"Mayotte","1965-1970","Medium","82.222"
"Mayotte","1960-1965","Medium","112.505"
"Mayotte","1955-1960","Medium","152.745"
"Mayotte","1950-1955","Medium","222.558"
"Melanesia","2095-2100","Medium","11.566"
"Melanesia","2090-2095","Medium","12.199"
"Melanesia","2085-2090","Medium","12.88"
"Melanesia","2080-2085","Medium","13.635"
"Melanesia","2075-2080","Medium","14.46"
"Melanesia","2070-2075","Medium","15.41"
"Melanesia","2065-2070","Medium","16.535"
"Melanesia","2060-2065","Medium","17.798"
"Melanesia","2055-2060","Medium","19.264"
"Melanesia","2050-2055","Medium","21.13"
"Melanesia","2045-2050","Medium","23.27"
"Melanesia","2040-2045","Medium","25.841"
"Melanesia","2035-2040","Medium","28.844"
"Melanesia","2030-2035","Medium","32.359"
"Melanesia","2025-2030","Medium","36.575"
"Melanesia","2020-2025","Medium","41.535"
"Melanesia","2015-2020","Medium","47.335"
"Melanesia","2010-2015","Medium","54.843"
"Melanesia","2005-2010","Medium","62.447"
"Melanesia","2000-2005","Medium","66.803"
"Melanesia","1995-2000","Medium","69.681"
"Melanesia","1990-1995","Medium","73.274"
"Melanesia","1985-1990","Medium","79.281"
"Melanesia","1980-1985","Medium","87.657"
"Melanesia","1975-1980","Medium","100.416"
"Melanesia","1970-1975","Medium","117.52"
"Melanesia","1965-1970","Medium","139.084"
"Melanesia","1960-1965","Medium","164.162"
"Melanesia","1955-1960","Medium","194.359"
"Melanesia","1950-1955","Medium","229.152"
"Mexico","2095-2100","Medium","3.707"
"Mexico","2090-2095","Medium","3.915"
"Mexico","2085-2090","Medium","4.141"
"Mexico","2080-2085","Medium","4.384"
"Mexico","2075-2080","Medium","4.642"
"Mexico","2070-2075","Medium","4.942"
"Mexico","2065-2070","Medium","5.326"
"Mexico","2060-2065","Medium","5.773"
"Mexico","2055-2060","Medium","6.3"
"Mexico","2050-2055","Medium","6.906"
"Mexico","2045-2050","Medium","7.569"
"Mexico","2040-2045","Medium","8.392"
"Mexico","2035-2040","Medium","9.353"
"Mexico","2030-2035","Medium","10.485"
"Mexico","2025-2030","Medium","12.668"
"Mexico","2020-2025","Medium","14.459"
"Mexico","2015-2020","Medium","15.563"
"Mexico","2010-2015","Medium","17.515"
"Mexico","2005-2010","Medium","19.758"
"Mexico","2000-2005","Medium","23.097"
"Mexico","1995-2000","Medium","28.803"
"Mexico","1990-1995","Medium","40.337"
"Mexico","1985-1990","Medium","48.404"
"Mexico","1980-1985","Medium","57.255"
"Mexico","1975-1980","Medium","73.764"
"Mexico","1970-1975","Medium","98.149"
"Mexico","1965-1970","Medium","118.443"
"Mexico","1960-1965","Medium","134.347"
"Mexico","1955-1960","Medium","158.534"
"Mexico","1950-1955","Medium","193.14"
"Micronesia","2095-2100","Medium","6.532"
"Micronesia","2090-2095","Medium","7.086"
"Micronesia","2085-2090","Medium","7.709"
"Micronesia","2080-2085","Medium","8.416"
"Micronesia","2075-2080","Medium","9.184"
"Micronesia","2070-2075","Medium","10.034"
"Micronesia","2065-2070","Medium","10.965"
"Micronesia","2060-2065","Medium","12.003"
"Micronesia","2055-2060","Medium","13.219"
"Micronesia","2050-2055","Medium","14.632"
"Micronesia","2045-2050","Medium","16.217"
"Micronesia","2040-2045","Medium","17.914"
"Micronesia","2035-2040","Medium","19.692"
"Micronesia","2030-2035","Medium","21.785"
"Micronesia","2025-2030","Medium","24.495"
"Micronesia","2020-2025","Medium","27.697"
"Micronesia","2015-2020","Medium","31.623"
"Micronesia","2010-2015","Medium","35.609"
"Micronesia","2005-2010","Medium","38.263"
"Micronesia","2000-2005","Medium","40.906"
"Micronesia","1995-2000","Medium","46.392"
"Micronesia","1990-1995","Medium","54.416"
"Micronesia","1985-1990","Medium","62.865"
"Micronesia","1980-1985","Medium","70.536"
"Micronesia","1975-1980","Medium","76.592"
"Micronesia","1970-1975","Medium","85.628"
"Micronesia","1965-1970","Medium","101.096"
"Micronesia","1960-1965","Medium","119.011"
"Micronesia","1955-1960","Medium","137.725"
"Micronesia","1950-1955","Medium","155.599"
"Micronesia (Fed. States of)","2095-2100","Medium","9.993"
"Micronesia (Fed. States of)","2090-2095","Medium","10.522"
"Micronesia (Fed. States of)","2085-2090","Medium","11.128"
"Micronesia (Fed. States of)","2080-2085","Medium","11.843"
"Micronesia (Fed. States of)","2075-2080","Medium","12.568"
"Micronesia (Fed. States of)","2070-2075","Medium","13.348"
"Micronesia (Fed. States of)","2065-2070","Medium","14.133"
"Micronesia (Fed. States of)","2060-2065","Medium","15.04"
"Micronesia (Fed. States of)","2055-2060","Medium","16.03"
"Micronesia (Fed. States of)","2050-2055","Medium","17.183"
"Micronesia (Fed. States of)","2045-2050","Medium","18.453"
"Micronesia (Fed. States of)","2040-2045","Medium","19.903"
"Micronesia (Fed. States of)","2035-2040","Medium","21.652"
"Micronesia (Fed. States of)","2030-2035","Medium","23.626"
"Micronesia (Fed. States of)","2025-2030","Medium","25.99"
"Micronesia (Fed. States of)","2020-2025","Medium","28.513"
"Micronesia (Fed. States of)","2015-2020","Medium","31.942"
"Micronesia (Fed. States of)","2010-2015","Medium","37.062"
"Micronesia (Fed. States of)","2005-2010","Medium","43.544"
"Micronesia (Fed. States of)","2000-2005","Medium","50.456"
"Micronesia (Fed. States of)","1995-2000","Medium","54.9"
"Micronesia (Fed. States of)","1990-1995","Medium","54.869"
"Micronesia (Fed. States of)","1985-1990","Medium","56.985"
"Micronesia (Fed. States of)","1980-1985","Medium","57.973"
"Micronesia (Fed. States of)","1975-1980","Medium","64.893"
"Micronesia (Fed. States of)","1970-1975","Medium","79.214"
"Micronesia (Fed. States of)","1965-1970","Medium","94.909"
"Micronesia (Fed. States of)","1960-1965","Medium","112.906"
"Micronesia (Fed. States of)","1955-1960","Medium","131.011"
"Micronesia (Fed. States of)","1950-1955","Medium","148.865"
"Middle Africa","2095-2100","Medium","24.293"
"Middle Africa","2090-2095","Medium","25.81"
"Middle Africa","2085-2090","Medium","27.488"
"Middle Africa","2080-2085","Medium","29.457"
"Middle Africa","2075-2080","Medium","31.561"
"Middle Africa","2070-2075","Medium","33.934"
"Middle Africa","2065-2070","Medium","36.576"
"Middle Africa","2060-2065","Medium","39.729"
"Middle Africa","2055-2060","Medium","43.286"
"Middle Africa","2050-2055","Medium","47.313"
"Middle Africa","2045-2050","Medium","51.947"
"Middle Africa","2040-2045","Medium","57.173"
"Middle Africa","2035-2040","Medium","63.09"
"Middle Africa","2030-2035","Medium","69.826"
"Middle Africa","2025-2030","Medium","77.442"
"Middle Africa","2020-2025","Medium","86.069"
"Middle Africa","2015-2020","Medium","95.911"
"Middle Africa","2010-2015","Medium","112.675"
"Middle Africa","2005-2010","Medium","136.177"
"Middle Africa","2000-2005","Medium","164.374"
"Middle Africa","1995-2000","Medium","186.388"
"Middle Africa","1990-1995","Medium","183.782"
"Middle Africa","1985-1990","Medium","189.094"
"Middle Africa","1980-1985","Medium","198.186"
"Middle Africa","1975-1980","Medium","212.327"
"Middle Africa","1970-1975","Medium","226.344"
"Middle Africa","1965-1970","Medium","246.197"
"Middle Africa","1960-1965","Medium","263.065"
"Middle Africa","1955-1960","Medium","278.391"
"Middle Africa","1950-1955","Medium","294.274"
"Middle-income countries","2095-2100","Medium","11.228"
"Middle-income countries","2090-2095","Medium","11.814"
"Middle-income countries","2085-2090","Medium","12.443"
"Middle-income countries","2080-2085","Medium","13.14"
"Middle-income countries","2075-2080","Medium","13.921"
"Middle-income countries","2070-2075","Medium","14.804"
"Middle-income countries","2065-2070","Medium","15.774"
"Middle-income countries","2060-2065","Medium","16.847"
"Middle-income countries","2055-2060","Medium","18.014"
"Middle-income countries","2050-2055","Medium","19.359"
"Middle-income countries","2045-2050","Medium","20.878"
"Middle-income countries","2040-2045","Medium","22.673"
"Middle-income countries","2035-2040","Medium","24.748"
"Middle-income countries","2030-2035","Medium","27.125"
"Middle-income countries","2025-2030","Medium","29.853"
"Middle-income countries","2020-2025","Medium","32.961"
"Middle-income countries","2015-2020","Medium","36.759"
"Middle-income countries","2010-2015","Medium","43.253"
"Middle-income countries","2005-2010","Medium","53.905"
"Middle-income countries","2000-2005","Medium","66.684"
"Middle-income countries","1995-2000","Medium","78.535"
"Middle-income countries","1990-1995","Medium","88.023"
"Middle-income countries","1985-1990","Medium","94.883"
"Middle-income countries","1980-1985","Medium","109.935"
"Middle-income countries","1975-1980","Medium","128.119"
"Middle-income countries","1970-1975","Medium","145.356"
"Middle-income countries","1965-1970","Medium","167.279"
"Middle-income countries","1960-1965","Medium","199.633"
"Middle-income countries","1955-1960","Medium","213.002"
"Middle-income countries","1950-1955","Medium","233.349"
"Monaco","2095-2100","Medium",""
"Monaco","2090-2095","Medium",""
"Monaco","2085-2090","Medium",""
"Monaco","2080-2085","Medium",""
"Monaco","2075-2080","Medium",""
"Monaco","2070-2075","Medium",""
"Monaco","2065-2070","Medium",""
"Monaco","2060-2065","Medium",""
"Monaco","2055-2060","Medium",""
"Monaco","2050-2055","Medium",""
"Monaco","2045-2050","Medium",""
"Monaco","2040-2045","Medium",""
"Monaco","2035-2040","Medium",""
"Monaco","2030-2035","Medium",""
"Monaco","2025-2030","Medium",""
"Monaco","2020-2025","Medium",""
"Monaco","2015-2020","Medium",""
"Monaco","2010-2015","Medium",""
"Monaco","2005-2010","Medium",""
"Monaco","2000-2005","Medium",""
"Monaco","1995-2000","Medium",""
"Monaco","1990-1995","Medium",""
"Monaco","1985-1990","Medium",""
"Monaco","1980-1985","Medium",""
"Monaco","1975-1980","Medium",""
"Monaco","1970-1975","Medium",""
"Monaco","1965-1970","Medium",""
"Monaco","1960-1965","Medium",""
"Monaco","1955-1960","Medium",""
"Monaco","1950-1955","Medium",""
"Mongolia","2095-2100","Medium","4.422"
"Mongolia","2090-2095","Medium","4.613"
"Mongolia","2085-2090","Medium","4.829"
"Mongolia","2080-2085","Medium","5.075"
"Mongolia","2075-2080","Medium","5.386"
"Mongolia","2070-2075","Medium","5.775"
"Mongolia","2065-2070","Medium","6.216"
"Mongolia","2060-2065","Medium","6.777"
"Mongolia","2055-2060","Medium","7.378"
"Mongolia","2050-2055","Medium","8.12"
"Mongolia","2045-2050","Medium","9.012"
"Mongolia","2040-2045","Medium","10.077"
"Mongolia","2035-2040","Medium","11.431"
"Mongolia","2030-2035","Medium","13.168"
"Mongolia","2025-2030","Medium","15.432"
"Mongolia","2020-2025","Medium","18.351"
"Mongolia","2015-2020","Medium","22.367"
"Mongolia","2010-2015","Medium","28.096"
"Mongolia","2005-2010","Medium","36.977"
"Mongolia","2000-2005","Medium","49.374"
"Mongolia","1995-2000","Medium","70.736"
"Mongolia","1990-1995","Medium","91.31"
"Mongolia","1985-1990","Medium","136.125"
"Mongolia","1980-1985","Medium","154.501"
"Mongolia","1975-1980","Medium","158.339"
"Mongolia","1970-1975","Medium","161.865"
"Mongolia","1965-1970","Medium","182.979"
"Mongolia","1960-1965","Medium","210.408"
"Mongolia","1955-1960","Medium","269.62"
"Mongolia","1950-1955","Medium","293.606"
"Montenegro","2095-2100","Medium","0.815"
"Montenegro","2090-2095","Medium","0.853"
"Montenegro","2085-2090","Medium","0.895"
"Montenegro","2080-2085","Medium","0.942"
"Montenegro","2075-2080","Medium","0.993"
"Montenegro","2070-2075","Medium","1.053"
"Montenegro","2065-2070","Medium","1.124"
"Montenegro","2060-2065","Medium","1.205"
"Montenegro","2055-2060","Medium","1.298"
"Montenegro","2050-2055","Medium","1.412"
"Montenegro","2045-2050","Medium","1.549"
"Montenegro","2040-2045","Medium","1.701"
"Montenegro","2035-2040","Medium","1.884"
"Montenegro","2030-2035","Medium","2.104"
"Montenegro","2025-2030","Medium","2.369"
"Montenegro","2020-2025","Medium","2.702"
"Montenegro","2015-2020","Medium","3.198"
"Montenegro","2010-2015","Medium","5.186"
"Montenegro","2005-2010","Medium","11.757"
"Montenegro","2000-2005","Medium","12.684"
"Montenegro","1995-2000","Medium","12.692"
"Montenegro","1990-1995","Medium","20.293"
"Montenegro","1985-1990","Medium","24.222"
"Montenegro","1980-1985","Medium","28.917"
"Montenegro","1975-1980","Medium","31.936"
"Montenegro","1970-1975","Medium","36.978"
"Montenegro","1965-1970","Medium","55.273"
"Montenegro","1960-1965","Medium","79.953"
"Montenegro","1955-1960","Medium","115.521"
"Montenegro","1950-1955","Medium","132.799"
"Montserrat","2095-2100","Medium",""
"Montserrat","2090-2095","Medium",""
"Montserrat","2085-2090","Medium",""
"Montserrat","2080-2085","Medium",""
"Montserrat","2075-2080","Medium",""
"Montserrat","2070-2075","Medium",""
"Montserrat","2065-2070","Medium",""
"Montserrat","2060-2065","Medium",""
"Montserrat","2055-2060","Medium",""
"Montserrat","2050-2055","Medium",""
"Montserrat","2045-2050","Medium",""
"Montserrat","2040-2045","Medium",""
"Montserrat","2035-2040","Medium",""
"Montserrat","2030-2035","Medium",""
"Montserrat","2025-2030","Medium",""
"Montserrat","2020-2025","Medium",""
"Montserrat","2015-2020","Medium",""
"Montserrat","2010-2015","Medium",""
"Montserrat","2005-2010","Medium",""
"Montserrat","2000-2005","Medium",""
"Montserrat","1995-2000","Medium",""
"Montserrat","1990-1995","Medium",""
"Montserrat","1985-1990","Medium",""
"Montserrat","1980-1985","Medium",""
"Montserrat","1975-1980","Medium",""
"Montserrat","1970-1975","Medium",""
"Montserrat","1965-1970","Medium",""
"Montserrat","1960-1965","Medium",""
"Montserrat","1955-1960","Medium",""
"Montserrat","1950-1955","Medium",""
"More developed regions","2095-2100","Medium","1.23"
"More developed regions","2090-2095","Medium","1.317"
"More developed regions","2085-2090","Medium","1.411"
"More developed regions","2080-2085","Medium","1.511"
"More developed regions","2075-2080","Medium","1.623"
"More developed regions","2070-2075","Medium","1.749"
"More developed regions","2065-2070","Medium","1.892"
"More developed regions","2060-2065","Medium","2.054"
"More developed regions","2055-2060","Medium","2.231"
"More developed regions","2050-2055","Medium","2.432"
"More developed regions","2045-2050","Medium","2.67"
"More developed regions","2040-2045","Medium","2.959"
"More developed regions","2035-2040","Medium","3.303"
"More developed regions","2030-2035","Medium","3.714"
"More developed regions","2025-2030","Medium","4.338"
"More developed regions","2020-2025","Medium","4.922"
"More developed regions","2015-2020","Medium","5.336"
"More developed regions","2010-2015","Medium","6.176"
"More developed regions","2005-2010","Medium","7.367"
"More developed regions","2000-2005","Medium","8.77"
"More developed regions","1995-2000","Medium","10.422"
"More developed regions","1990-1995","Medium","12.7"
"More developed regions","1985-1990","Medium","15.703"
"More developed regions","1980-1985","Medium","18.247"
"More developed regions","1975-1980","Medium","21.779"
"More developed regions","1970-1975","Medium","25.288"
"More developed regions","1965-1970","Medium","30.829"
"More developed regions","1960-1965","Medium","38.666"
"More developed regions","1955-1960","Medium","52.902"
"More developed regions","1950-1955","Medium","76.861"
"Morocco","2095-2100","Medium","2.898"
"Morocco","2090-2095","Medium","3.103"
"Morocco","2085-2090","Medium","3.326"
"Morocco","2080-2085","Medium","3.593"
"Morocco","2075-2080","Medium","3.892"
"Morocco","2070-2075","Medium","4.237"
"Morocco","2065-2070","Medium","4.648"
"Morocco","2060-2065","Medium","5.127"
"Morocco","2055-2060","Medium","5.785"
"Morocco","2050-2055","Medium","6.622"
"Morocco","2045-2050","Medium","7.666"
"Morocco","2040-2045","Medium","9.022"
"Morocco","2035-2040","Medium","10.698"
"Morocco","2030-2035","Medium","12.825"
"Morocco","2025-2030","Medium","15.53"
"Morocco","2020-2025","Medium","19.053"
"Morocco","2015-2020","Medium","23.397"
"Morocco","2010-2015","Medium","28.534"
"Morocco","2005-2010","Medium","32.857"
"Morocco","2000-2005","Medium","45.271"
"Morocco","1995-2000","Medium","55.167"
"Morocco","1990-1995","Medium","68.181"
"Morocco","1985-1990","Medium","89.398"
"Morocco","1980-1985","Medium","118.081"
"Morocco","1975-1980","Medium","150.279"
"Morocco","1970-1975","Medium","171.029"
"Morocco","1965-1970","Medium","189.8"
"Morocco","1960-1965","Medium","211.052"
"Morocco","1955-1960","Medium","232.549"
"Morocco","1950-1955","Medium","252.085"
"Mozambique","2095-2100","Medium","8.278"
"Mozambique","2090-2095","Medium","9"
"Mozambique","2085-2090","Medium","9.746"
"Mozambique","2080-2085","Medium","10.618"
"Mozambique","2075-2080","Medium","11.718"
"Mozambique","2070-2075","Medium","13"
"Mozambique","2065-2070","Medium","14.506"
"Mozambique","2060-2065","Medium","16.34"
"Mozambique","2055-2060","Medium","18.611"
"Mozambique","2050-2055","Medium","21.541"
"Mozambique","2045-2050","Medium","25.32"
"Mozambique","2040-2045","Medium","30.135"
"Mozambique","2035-2040","Medium","35.962"
"Mozambique","2030-2035","Medium","42.948"
"Mozambique","2025-2030","Medium","51.211"
"Mozambique","2020-2025","Medium","61.07"
"Mozambique","2015-2020","Medium","73.25"
"Mozambique","2010-2015","Medium","89.999"
"Mozambique","2005-2010","Medium","117.352"
"Mozambique","2000-2005","Medium","150.965"
"Mozambique","1995-2000","Medium","193.38"
"Mozambique","1990-1995","Medium","228.933"
"Mozambique","1985-1990","Medium","246.611"
"Mozambique","1980-1985","Medium","258.63"
"Mozambique","1975-1980","Medium","263.162"
"Mozambique","1970-1975","Medium","269.874"
"Mozambique","1965-1970","Medium","272.803"
"Mozambique","1960-1965","Medium","272.685"
"Mozambique","1955-1960","Medium","293.206"
"Mozambique","1950-1955","Medium","318.574"
"Myanmar","2095-2100","Medium","8.495"
"Myanmar","2090-2095","Medium","9.171"
"Myanmar","2085-2090","Medium","10.026"
"Myanmar","2080-2085","Medium","10.973"
"Myanmar","2075-2080","Medium","11.984"
"Myanmar","2070-2075","Medium","13.239"
"Myanmar","2065-2070","Medium","14.613"
"Myanmar","2060-2065","Medium","16.192"
"Myanmar","2055-2060","Medium","18.024"
"Myanmar","2050-2055","Medium","20.114"
"Myanmar","2045-2050","Medium","22.479"
"Myanmar","2040-2045","Medium","25.283"
"Myanmar","2035-2040","Medium","28.555"
"Myanmar","2030-2035","Medium","32.369"
"Myanmar","2025-2030","Medium","36.771"
"Myanmar","2020-2025","Medium","41.865"
"Myanmar","2015-2020","Medium","48.059"
"Myanmar","2010-2015","Medium","56.622"
"Myanmar","2005-2010","Medium","68.232"
"Myanmar","2000-2005","Medium","77.423"
"Myanmar","1995-2000","Medium","88.857"
"Myanmar","1990-1995","Medium","100.706"
"Myanmar","1985-1990","Medium","113.983"
"Myanmar","1980-1985","Medium","128.418"
"Myanmar","1975-1980","Medium","144.266"
"Myanmar","1970-1975","Medium","161.884"
"Myanmar","1965-1970","Medium","181.623"
"Myanmar","1960-1965","Medium","232.651"
"Myanmar","1955-1960","Medium","260.603"
"Myanmar","1950-1955","Medium","316.85"
"Namibia","2095-2100","Medium","7.774"
"Namibia","2090-2095","Medium","8.314"
"Namibia","2085-2090","Medium","8.87"
"Namibia","2080-2085","Medium","9.436"
"Namibia","2075-2080","Medium","10.161"
"Namibia","2070-2075","Medium","10.951"
"Namibia","2065-2070","Medium","11.863"
"Namibia","2060-2065","Medium","12.903"
"Namibia","2055-2060","Medium","14.121"
"Namibia","2050-2055","Medium","15.58"
"Namibia","2045-2050","Medium","17.454"
"Namibia","2040-2045","Medium","19.78"
"Namibia","2035-2040","Medium","22.688"
"Namibia","2030-2035","Medium","26.232"
"Namibia","2025-2030","Medium","30.705"
"Namibia","2020-2025","Medium","36.342"
"Namibia","2015-2020","Medium","44.552"
"Namibia","2010-2015","Medium","50.754"
"Namibia","2005-2010","Medium","60.29"
"Namibia","2000-2005","Medium","75.206"
"Namibia","1995-2000","Medium","72.993"
"Namibia","1990-1995","Medium","70.027"
"Namibia","1985-1990","Medium","78.768"
"Namibia","1980-1985","Medium","100.878"
"Namibia","1975-1980","Medium","112.78"
"Namibia","1970-1975","Medium","133.791"
"Namibia","1965-1970","Medium","157.49"
"Namibia","1960-1965","Medium","186.682"
"Namibia","1955-1960","Medium","222.14"
"Namibia","1950-1955","Medium","256.887"
"Nauru","2095-2100","Medium",""
"Nauru","2090-2095","Medium",""
"Nauru","2085-2090","Medium",""
"Nauru","2080-2085","Medium",""
"Nauru","2075-2080","Medium",""
"Nauru","2070-2075","Medium",""
"Nauru","2065-2070","Medium",""
"Nauru","2060-2065","Medium",""
"Nauru","2055-2060","Medium",""
"Nauru","2050-2055","Medium",""
"Nauru","2045-2050","Medium",""
"Nauru","2040-2045","Medium",""
"Nauru","2035-2040","Medium",""
"Nauru","2030-2035","Medium",""
"Nauru","2025-2030","Medium",""
"Nauru","2020-2025","Medium",""
"Nauru","2015-2020","Medium",""
"Nauru","2010-2015","Medium",""
"Nauru","2005-2010","Medium",""
"Nauru","2000-2005","Medium",""
"Nauru","1995-2000","Medium",""
"Nauru","1990-1995","Medium",""
"Nauru","1985-1990","Medium",""
"Nauru","1980-1985","Medium",""
"Nauru","1975-1980","Medium",""
"Nauru","1970-1975","Medium",""
"Nauru","1965-1970","Medium",""
"Nauru","1960-1965","Medium",""
"Nauru","1955-1960","Medium",""
"Nauru","1950-1955","Medium",""
"Nepal","2095-2100","Medium","7.37"
"Nepal","2090-2095","Medium","7.86"
"Nepal","2085-2090","Medium","8.396"
"Nepal","2080-2085","Medium","8.975"
"Nepal","2075-2080","Medium","9.584"
"Nepal","2070-2075","Medium","10.234"
"Nepal","2065-2070","Medium","10.922"
"Nepal","2060-2065","Medium","11.671"
"Nepal","2055-2060","Medium","12.507"
"Nepal","2050-2055","Medium","13.6"
"Nepal","2045-2050","Medium","14.891"
"Nepal","2040-2045","Medium","16.42"
"Nepal","2035-2040","Medium","18.314"
"Nepal","2030-2035","Medium","20.614"
"Nepal","2025-2030","Medium","23.643"
"Nepal","2020-2025","Medium","27.721"
"Nepal","2015-2020","Medium","33.627"
"Nepal","2010-2015","Medium","41.487"
"Nepal","2005-2010","Medium","53.941"
"Nepal","2000-2005","Medium","71.013"
"Nepal","1995-2000","Medium","94.203"
"Nepal","1990-1995","Medium","123.494"
"Nepal","1985-1990","Medium","158.168"
"Nepal","1980-1985","Medium","191.978"
"Nepal","1975-1980","Medium","223.091"
"Nepal","1970-1975","Medium","250.475"
"Nepal","1965-1970","Medium","279.789"
"Nepal","1960-1965","Medium","310.584"
"Nepal","1955-1960","Medium","328.456"
"Nepal","1950-1955","Medium","333.507"
"Netherlands","2095-2100","Medium","0.435"
"Netherlands","2090-2095","Medium","0.486"
"Netherlands","2085-2090","Medium","0.541"
"Netherlands","2080-2085","Medium","0.603"
"Netherlands","2075-2080","Medium","0.669"
"Netherlands","2070-2075","Medium","0.743"
"Netherlands","2065-2070","Medium","0.825"
"Netherlands","2060-2065","Medium","0.918"
"Netherlands","2055-2060","Medium","1.021"
"Netherlands","2050-2055","Medium","1.14"
"Netherlands","2045-2050","Medium","1.27"
"Netherlands","2040-2045","Medium","1.426"
"Netherlands","2035-2040","Medium","1.611"
"Netherlands","2030-2035","Medium","1.834"
"Netherlands","2025-2030","Medium","2.129"
"Netherlands","2020-2025","Medium","2.507"
"Netherlands","2015-2020","Medium","2.972"
"Netherlands","2010-2015","Medium","4.138"
"Netherlands","2005-2010","Medium","4.907"
"Netherlands","2000-2005","Medium","5.862"
"Netherlands","1995-2000","Medium","6.443"
"Netherlands","1990-1995","Medium","7.58"
"Netherlands","1985-1990","Medium","9.004"
"Netherlands","1980-1985","Medium","10.264"
"Netherlands","1975-1980","Medium","11.905"
"Netherlands","1970-1975","Medium","14.34"
"Netherlands","1965-1970","Medium","17.206"
"Netherlands","1960-1965","Medium","20.129"
"Netherlands","1955-1960","Medium","23.848"
"Netherlands","1950-1955","Medium","30.032"
"New Caledonia","2095-2100","Medium","3.552"
"New Caledonia","2090-2095","Medium","3.822"
"New Caledonia","2085-2090","Medium","4.111"
"New Caledonia","2080-2085","Medium","4.41"
"New Caledonia","2075-2080","Medium","4.728"
"New Caledonia","2070-2075","Medium","5.076"
"New Caledonia","2065-2070","Medium","5.451"
"New Caledonia","2060-2065","Medium","5.87"
"New Caledonia","2055-2060","Medium","6.343"
"New Caledonia","2050-2055","Medium","6.87"
"New Caledonia","2045-2050","Medium","7.478"
"New Caledonia","2040-2045","Medium","8.167"
"New Caledonia","2035-2040","Medium","8.93"
"New Caledonia","2030-2035","Medium","9.745"
"New Caledonia","2025-2030","Medium","10.802"
"New Caledonia","2020-2025","Medium","11.977"
"New Caledonia","2015-2020","Medium","13.326"
"New Caledonia","2010-2015","Medium","15.086"
"New Caledonia","2005-2010","Medium","17.551"
"New Caledonia","2000-2005","Medium","20.248"
